2023-06-04 19:47:34.294 676:pos-tag                DEBUG  main message
2023-06-04 19:47:34.295 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 19:47:35.492 702:pos-tag                INFO   Load Dataset
2023-06-04 19:47:35.515 706:pos-tag                INFO   Num of Class 233
2023-06-04 19:47:39.079 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 19:47:39.081 743:pos-tag                INFO   Random Initialize the encoder
2023-06-04 19:47:41.889 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 19:47:41.889 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=7, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/1/layer_7', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-04 19:47:41.891 185:pos-tag                INFO   save steps 2
2023-06-04 19:47:44.717 224:pos-tag                INFO   ***** Running training *****
2023-06-04 19:47:44.717 225:pos-tag                INFO     Num examples = 880
2023-06-04 19:47:44.718 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 19:47:44.718 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-04 19:47:44.718 231:pos-tag                INFO     Total train batch size = 32
2023-06-04 19:47:44.718 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 19:47:44.718 238:pos-tag                INFO     Total optimization steps = 140
2023-06-04 19:47:46.481 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:47:46.483 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:47:46.483 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:47:49.528 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:47:49.529 408:pos-tag                INFO     eval_acc = 0.0109
2023-06-04 19:47:49.529 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-04 19:47:49.529 408:pos-tag                INFO     eval_mcc = 0.0022
2023-06-04 19:47:49.529 408:pos-tag                INFO     eval_precision = 0.0008
2023-06-04 19:47:49.529 408:pos-tag                INFO     eval_recall = 0.005
2023-06-04 19:47:49.529 300:pos-tag                INFO     ********************
