2023-05-22 13:19:25.753 669:pos-tag                DEBUG  main message
2023-05-22 13:19:25.753 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-22 13:19:26.451 690:pos-tag                INFO   Load Dataset
2023-05-22 13:19:26.452 694:pos-tag                INFO   Num of Class 229
2023-05-22 13:19:29.346 714:pos-tag                INFO   Finishing loading Dataset
2023-05-22 13:19:29.346 718:pos-tag                INFO   Random Initialize the encoder
2023-05-22 13:19:30.669 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-22 13:19:30.669 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=10, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/1/layer_10', posratio=0.5, seed=505, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-22 13:19:30.670 178:pos-tag                INFO   save steps 3
2023-05-22 13:19:31.738 217:pos-tag                INFO   ***** Running training *****
2023-05-22 13:19:31.738 218:pos-tag                INFO     Num examples = 1200
2023-05-22 13:19:31.738 219:pos-tag                INFO     Num Epochs = 5
2023-05-22 13:19:31.738 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-22 13:19:31.738 224:pos-tag                INFO     Total train batch size = 32
2023-05-22 13:19:31.738 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-22 13:19:31.738 231:pos-tag                INFO     Total optimization steps = 190
2023-05-22 13:19:33.334 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-22 13:19:33.334 352:pos-tag                INFO     Num examples = 400
2023-05-22 13:19:33.334 353:pos-tag                INFO     Batch size = 32
2023-05-22 13:19:38.463 399:pos-tag                INFO   ***** Eval results *****
2023-05-22 13:19:38.463 401:pos-tag                INFO     eval_acc = 0.0016
2023-05-22 13:19:38.463 401:pos-tag                INFO     eval_f1 = 0.0009
2023-05-22 13:19:38.463 401:pos-tag                INFO     eval_mcc = 0.0004
2023-05-22 13:19:38.463 401:pos-tag                INFO     eval_precision = 0.0033
2023-05-22 13:19:38.463 401:pos-tag                INFO     eval_recall = 0.0024
2023-05-22 13:19:38.464 293:pos-tag                INFO     ********************
2023-05-22 13:19:38.464 294:pos-tag                INFO     Best f1:0.0009
2023-05-22 13:19:38.464 295:pos-tag                INFO     ********************
2023-05-22 13:19:39.153 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_10/checkpoint-best-f1/model.bin
2023-05-22 13:19:39.153 315:pos-tag                INFO     ********************
2023-05-22 13:19:39.153 316:pos-tag                INFO     Best MCC:0.0004
2023-05-22 13:19:39.153 317:pos-tag                INFO     ********************
2023-05-22 13:19:39.830 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_10/checkpoint-best-mcc/model.bin
2023-05-22 13:19:41.045 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-22 13:19:41.045 352:pos-tag                INFO     Num examples = 400
2023-05-22 13:19:41.046 353:pos-tag                INFO     Batch size = 32
2023-05-22 13:19:45.759 399:pos-tag                INFO   ***** Eval results *****
2023-05-22 13:19:45.759 401:pos-tag                INFO     eval_acc = 0.0072
2023-05-22 13:19:45.759 401:pos-tag                INFO     eval_f1 = 0.0021
2023-05-22 13:19:45.760 401:pos-tag                INFO     eval_mcc = 0.0019
2023-05-22 13:19:45.760 401:pos-tag                INFO     eval_precision = 0.0102
2023-05-22 13:19:45.760 401:pos-tag                INFO     eval_recall = 0.0032
2023-05-22 13:19:45.760 293:pos-tag                INFO     ********************
2023-05-22 13:19:45.760 294:pos-tag                INFO     Best f1:0.0021
2023-05-22 13:19:45.760 295:pos-tag                INFO     ********************
2023-05-22 13:19:47.028 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_10/checkpoint-best-f1/model.bin
2023-05-22 13:19:47.029 315:pos-tag                INFO     ********************
2023-05-22 13:19:47.029 316:pos-tag                INFO     Best MCC:0.0019
2023-05-22 13:19:47.029 317:pos-tag                INFO     ********************
2023-05-22 13:19:48.442 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_10/checkpoint-best-mcc/model.bin
