2023-06-05 01:39:27.142 676:pos-tag                DEBUG  main message
2023-06-05 01:39:27.142 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 01:39:27.868 702:pos-tag                INFO   Load Dataset
2023-06-05 01:39:27.869 706:pos-tag                INFO   Num of Class 229
2023-06-05 01:39:34.103 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 01:39:34.104 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 01:39:36.458 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-05 01:39:36.458 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=10, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/2/layer_10', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 01:39:36.459 185:pos-tag                INFO   save steps 3
2023-06-05 01:39:38.439 224:pos-tag                INFO   ***** Running training *****
2023-06-05 01:39:38.439 225:pos-tag                INFO     Num examples = 1200
2023-06-05 01:39:38.439 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 01:39:38.439 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 01:39:38.439 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 01:39:38.439 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 01:39:38.439 238:pos-tag                INFO     Total optimization steps = 190
2023-06-05 01:39:40.207 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:39:40.208 359:pos-tag                INFO     Num examples = 400
2023-06-05 01:39:40.208 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:39:43.941 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:39:43.941 408:pos-tag                INFO     eval_acc = 0.0026
2023-06-05 01:39:43.941 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 01:39:43.942 408:pos-tag                INFO     eval_mcc = -0.0005
2023-06-05 01:39:43.942 408:pos-tag                INFO     eval_precision = 0.0017
2023-06-05 01:39:43.942 408:pos-tag                INFO     eval_recall = 0.0013
2023-06-05 01:39:43.942 300:pos-tag                INFO     ********************
2023-06-05 01:39:43.942 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 01:39:43.942 302:pos-tag                INFO     ********************
2023-06-05 01:39:45.364 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/2/layer_10/checkpoint-best-f1/model.bin
2023-06-05 01:39:46.176 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:39:46.177 359:pos-tag                INFO     Num examples = 400
2023-06-05 01:39:46.177 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:39:49.479 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:39:49.479 408:pos-tag                INFO     eval_acc = 0.0177
2023-06-05 01:39:49.479 408:pos-tag                INFO     eval_f1 = 0.0023
2023-06-05 01:39:49.479 408:pos-tag                INFO     eval_mcc = 0.0052
2023-06-05 01:39:49.479 408:pos-tag                INFO     eval_precision = 0.0031
2023-06-05 01:39:49.480 408:pos-tag                INFO     eval_recall = 0.003
2023-06-05 01:39:49.480 300:pos-tag                INFO     ********************
2023-06-05 01:39:49.480 301:pos-tag                INFO     Best f1:0.0023
2023-06-05 01:39:49.480 302:pos-tag                INFO     ********************
2023-06-05 01:39:50.978 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/2/layer_10/checkpoint-best-f1/model.bin
2023-06-05 01:39:50.979 322:pos-tag                INFO     ********************
2023-06-05 01:39:50.979 323:pos-tag                INFO     Best MCC:0.0052
2023-06-05 01:39:50.979 324:pos-tag                INFO     ********************
2023-06-05 01:39:52.467 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/2/layer_10/checkpoint-best-mcc/model.bin
2023-06-05 01:39:53.288 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:39:53.289 359:pos-tag                INFO     Num examples = 400
2023-06-05 01:39:53.289 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:39:56.553 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:39:56.554 408:pos-tag                INFO     eval_acc = 0.0531
2023-06-05 01:39:56.554 408:pos-tag                INFO     eval_f1 = 0.0048
2023-06-05 01:39:56.554 408:pos-tag                INFO     eval_mcc = 0.0127
2023-06-05 01:39:56.554 408:pos-tag                INFO     eval_precision = 0.0072
2023-06-05 01:39:56.554 408:pos-tag                INFO     eval_recall = 0.0077
2023-06-05 01:39:56.555 300:pos-tag                INFO     ********************
2023-06-05 01:39:56.555 301:pos-tag                INFO     Best f1:0.0048
2023-06-05 01:39:56.555 302:pos-tag                INFO     ********************
2023-06-05 01:39:57.986 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/2/layer_10/checkpoint-best-f1/model.bin
2023-06-05 01:39:57.986 322:pos-tag                INFO     ********************
2023-06-05 01:39:57.987 323:pos-tag                INFO     Best MCC:0.0127
2023-06-05 01:39:57.987 324:pos-tag                INFO     ********************
