2023-06-05 12:18:32.988 676:pos-tag                DEBUG  main message
2023-06-05 12:18:32.988 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 12:18:33.741 702:pos-tag                INFO   Load Dataset
2023-06-05 12:18:33.743 706:pos-tag                INFO   Num of Class 229
2023-06-05 12:18:40.960 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 12:18:40.961 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 12:18:43.557 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-05 12:18:43.557 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=4, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/3/layer_4', posratio=0.5, seed=12, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 12:18:43.558 185:pos-tag                INFO   save steps 3
2023-06-05 12:18:45.948 224:pos-tag                INFO   ***** Running training *****
2023-06-05 12:18:45.949 225:pos-tag                INFO     Num examples = 1200
2023-06-05 12:18:45.949 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 12:18:45.949 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 12:18:45.949 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 12:18:45.949 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 12:18:45.949 238:pos-tag                INFO     Total optimization steps = 190
2023-06-05 12:18:47.811 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:18:47.813 359:pos-tag                INFO     Num examples = 400
2023-06-05 12:18:47.813 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:18:51.882 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:18:51.882 408:pos-tag                INFO     eval_acc = 0.0151
2023-06-05 12:18:51.883 408:pos-tag                INFO     eval_f1 = 0.0019
2023-06-05 12:18:51.883 408:pos-tag                INFO     eval_mcc = 0.0078
2023-06-05 12:18:51.883 408:pos-tag                INFO     eval_precision = 0.0081
2023-06-05 12:18:51.883 408:pos-tag                INFO     eval_recall = 0.0025
2023-06-05 12:18:51.883 300:pos-tag                INFO     ********************
2023-06-05 12:18:51.883 301:pos-tag                INFO     Best f1:0.0019
2023-06-05 12:18:51.884 302:pos-tag                INFO     ********************
2023-06-05 12:18:53.482 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-06-05 12:18:53.483 322:pos-tag                INFO     ********************
2023-06-05 12:18:53.483 323:pos-tag                INFO     Best MCC:0.0078
2023-06-05 12:18:53.483 324:pos-tag                INFO     ********************
2023-06-05 12:18:55.288 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-06-05 12:18:56.143 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:18:56.143 359:pos-tag                INFO     Num examples = 400
2023-06-05 12:18:56.143 360:pos-tag                INFO     Batch size = 32
