2023-05-23 10:53:14.421 669:pos-tag                DEBUG  main message
2023-05-23 10:53:14.421 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-23 10:53:15.109 690:pos-tag                INFO   Load Dataset
2023-05-23 10:53:15.110 694:pos-tag                INFO   Num of Class 229
2023-05-23 10:53:18.056 714:pos-tag                INFO   Finishing loading Dataset
2023-05-23 10:53:18.056 718:pos-tag                INFO   Random Initialize the encoder
2023-05-23 10:53:19.388 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-23 10:53:19.389 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=4, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/3/layer_4', posratio=0.5, seed=808, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-23 10:53:19.389 178:pos-tag                INFO   save steps 3
2023-05-23 10:53:20.449 217:pos-tag                INFO   ***** Running training *****
2023-05-23 10:53:20.450 218:pos-tag                INFO     Num examples = 1200
2023-05-23 10:53:20.450 219:pos-tag                INFO     Num Epochs = 5
2023-05-23 10:53:20.450 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-23 10:53:20.450 224:pos-tag                INFO     Total train batch size = 32
2023-05-23 10:53:20.450 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-23 10:53:20.450 231:pos-tag                INFO     Total optimization steps = 190
2023-05-23 10:53:22.038 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:53:22.038 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:53:22.039 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:53:27.227 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:53:27.227 401:pos-tag                INFO     eval_acc = 0.0058
2023-05-23 10:53:27.227 401:pos-tag                INFO     eval_f1 = 0.0009
2023-05-23 10:53:27.227 401:pos-tag                INFO     eval_mcc = 0.0028
2023-05-23 10:53:27.227 401:pos-tag                INFO     eval_precision = 0.0076
2023-05-23 10:53:27.227 401:pos-tag                INFO     eval_recall = 0.0022
2023-05-23 10:53:27.227 293:pos-tag                INFO     ********************
2023-05-23 10:53:27.227 294:pos-tag                INFO     Best f1:0.0009
2023-05-23 10:53:27.227 295:pos-tag                INFO     ********************
2023-05-23 10:53:27.921 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-05-23 10:53:27.922 315:pos-tag                INFO     ********************
2023-05-23 10:53:27.922 316:pos-tag                INFO     Best MCC:0.0028
2023-05-23 10:53:27.922 317:pos-tag                INFO     ********************
2023-05-23 10:53:28.603 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-05-23 10:53:29.837 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:53:29.837 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:53:29.837 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:53:34.555 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:53:34.555 401:pos-tag                INFO     eval_acc = 0.0188
2023-05-23 10:53:34.555 401:pos-tag                INFO     eval_f1 = 0.0016
2023-05-23 10:53:34.556 401:pos-tag                INFO     eval_mcc = 0.0102
2023-05-23 10:53:34.556 401:pos-tag                INFO     eval_precision = 0.0086
2023-05-23 10:53:34.556 401:pos-tag                INFO     eval_recall = 0.003
2023-05-23 10:53:34.556 293:pos-tag                INFO     ********************
2023-05-23 10:53:34.556 294:pos-tag                INFO     Best f1:0.0016
2023-05-23 10:53:34.556 295:pos-tag                INFO     ********************
2023-05-23 10:53:35.556 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-05-23 10:53:35.557 315:pos-tag                INFO     ********************
2023-05-23 10:53:35.557 316:pos-tag                INFO     Best MCC:0.0102
2023-05-23 10:53:35.557 317:pos-tag                INFO     ********************
2023-05-23 10:53:36.590 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-05-23 10:53:37.812 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:53:37.812 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:53:37.812 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:53:42.538 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:53:42.538 401:pos-tag                INFO     eval_acc = 0.0575
2023-05-23 10:53:42.538 401:pos-tag                INFO     eval_f1 = 0.0046
2023-05-23 10:53:42.538 401:pos-tag                INFO     eval_mcc = 0.0294
2023-05-23 10:53:42.538 401:pos-tag                INFO     eval_precision = 0.0112
2023-05-23 10:53:42.538 401:pos-tag                INFO     eval_recall = 0.0071
2023-05-23 10:53:42.539 293:pos-tag                INFO     ********************
2023-05-23 10:53:42.539 294:pos-tag                INFO     Best f1:0.0046
2023-05-23 10:53:42.539 295:pos-tag                INFO     ********************
2023-05-23 10:53:43.816 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-05-23 10:53:43.816 315:pos-tag                INFO     ********************
2023-05-23 10:53:43.816 316:pos-tag                INFO     Best MCC:0.0294
2023-05-23 10:53:43.816 317:pos-tag                INFO     ********************
2023-05-23 10:53:45.097 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-05-23 10:53:46.318 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:53:46.318 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:53:46.318 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:53:51.040 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:53:51.040 401:pos-tag                INFO     eval_acc = 0.0992
2023-05-23 10:53:51.040 401:pos-tag                INFO     eval_f1 = 0.0094
2023-05-23 10:53:51.040 401:pos-tag                INFO     eval_mcc = 0.0542
2023-05-23 10:53:51.040 401:pos-tag                INFO     eval_precision = 0.0182
2023-05-23 10:53:51.040 401:pos-tag                INFO     eval_recall = 0.0126
2023-05-23 10:53:51.040 293:pos-tag                INFO     ********************
2023-05-23 10:53:51.040 294:pos-tag                INFO     Best f1:0.0094
2023-05-23 10:53:51.040 295:pos-tag                INFO     ********************
2023-05-23 10:53:52.091 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-05-23 10:53:52.091 315:pos-tag                INFO     ********************
2023-05-23 10:53:52.092 316:pos-tag                INFO     Best MCC:0.0542
2023-05-23 10:53:52.092 317:pos-tag                INFO     ********************
2023-05-23 10:53:53.564 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-05-23 10:53:54.792 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:53:54.792 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:53:54.792 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:53:59.501 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:53:59.502 401:pos-tag                INFO     eval_acc = 0.1439
2023-05-23 10:53:59.502 401:pos-tag                INFO     eval_f1 = 0.0175
2023-05-23 10:53:59.502 401:pos-tag                INFO     eval_mcc = 0.0909
2023-05-23 10:53:59.502 401:pos-tag                INFO     eval_precision = 0.0407
2023-05-23 10:53:59.502 401:pos-tag                INFO     eval_recall = 0.0231
2023-05-23 10:53:59.502 293:pos-tag                INFO     ********************
2023-05-23 10:53:59.502 294:pos-tag                INFO     Best f1:0.0175
2023-05-23 10:53:59.502 295:pos-tag                INFO     ********************
2023-05-23 10:54:00.787 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-f1/model.bin
2023-05-23 10:54:00.788 315:pos-tag                INFO     ********************
2023-05-23 10:54:00.788 316:pos-tag                INFO     Best MCC:0.0909
2023-05-23 10:54:00.788 317:pos-tag                INFO     ********************
2023-05-23 10:54:02.033 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/3/layer_4/checkpoint-best-mcc/model.bin
2023-05-23 10:54:03.257 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 10:54:03.257 352:pos-tag                INFO     Num examples = 400
2023-05-23 10:54:03.257 353:pos-tag                INFO     Batch size = 32
2023-05-23 10:54:07.970 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 10:54:07.971 401:pos-tag                INFO     eval_acc = 0.2078
2023-05-23 10:54:07.971 401:pos-tag                INFO     eval_f1 = 0.0267
