2023-06-05 15:39:39.503 676:pos-tag                DEBUG  main message
2023-06-05 15:39:39.504 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 15:39:40.416 702:pos-tag                INFO   Load Dataset
2023-06-05 15:39:40.418 706:pos-tag                INFO   Num of Class 229
2023-06-05 15:39:47.375 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 15:39:47.377 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 15:39:50.260 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-05 15:39:50.260 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=11, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/4/layer_11', posratio=0.5, seed=6, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 15:39:50.262 185:pos-tag                INFO   save steps 3
2023-06-05 15:39:52.659 224:pos-tag                INFO   ***** Running training *****
2023-06-05 15:39:52.659 225:pos-tag                INFO     Num examples = 1200
2023-06-05 15:39:52.659 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 15:39:52.659 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 15:39:52.659 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 15:39:52.660 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 15:39:52.660 238:pos-tag                INFO     Total optimization steps = 190
2023-06-05 15:39:54.630 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 15:39:54.631 359:pos-tag                INFO     Num examples = 400
2023-06-05 15:39:54.631 360:pos-tag                INFO     Batch size = 32
2023-06-05 15:39:58.618 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 15:39:58.618 408:pos-tag                INFO     eval_acc = 0.0045
2023-06-05 15:39:58.618 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 15:39:58.618 408:pos-tag                INFO     eval_mcc = 0.0001
2023-06-05 15:39:58.618 408:pos-tag                INFO     eval_precision = 0.0019
2023-06-05 15:39:58.619 408:pos-tag                INFO     eval_recall = 0.0031
2023-06-05 15:39:58.619 300:pos-tag                INFO     ********************
2023-06-05 15:39:58.619 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 15:39:58.619 302:pos-tag                INFO     ********************
2023-06-05 15:40:00.118 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_11/checkpoint-best-f1/model.bin
2023-06-05 15:40:00.118 322:pos-tag                INFO     ********************
2023-06-05 15:40:00.119 323:pos-tag                INFO     Best MCC:0.0001
2023-06-05 15:40:00.119 324:pos-tag                INFO     ********************
2023-06-05 15:40:01.566 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_11/checkpoint-best-mcc/model.bin
2023-06-05 15:40:02.408 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 15:40:02.408 359:pos-tag                INFO     Num examples = 400
2023-06-05 15:40:02.408 360:pos-tag                INFO     Batch size = 32
2023-06-05 15:40:05.994 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 15:40:05.994 408:pos-tag                INFO     eval_acc = 0.0167
2023-06-05 15:40:05.994 408:pos-tag                INFO     eval_f1 = 0.0014
2023-06-05 15:40:05.995 408:pos-tag                INFO     eval_mcc = 0.0022
2023-06-05 15:40:05.995 408:pos-tag                INFO     eval_precision = 0.006
2023-06-05 15:40:05.995 408:pos-tag                INFO     eval_recall = 0.004
2023-06-05 15:40:05.995 300:pos-tag                INFO     ********************
2023-06-05 15:40:05.995 301:pos-tag                INFO     Best f1:0.0014
