2023-06-05 01:54:11.213 676:pos-tag                DEBUG  main message
2023-06-05 01:54:11.213 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 01:54:11.930 702:pos-tag                INFO   Load Dataset
2023-06-05 01:54:11.932 706:pos-tag                INFO   Num of Class 233
2023-06-05 01:54:15.188 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 01:54:15.189 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 01:54:18.123 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 01:54:18.124 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=9, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/2/layer_9', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 01:54:18.125 185:pos-tag                INFO   save steps 2
2023-06-05 01:54:20.311 224:pos-tag                INFO   ***** Running training *****
2023-06-05 01:54:20.312 225:pos-tag                INFO     Num examples = 880
2023-06-05 01:54:20.312 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 01:54:20.312 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 01:54:20.312 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 01:54:20.312 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 01:54:20.313 238:pos-tag                INFO     Total optimization steps = 140
2023-06-05 01:54:22.017 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:54:22.018 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:54:22.018 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:54:24.923 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:54:24.923 408:pos-tag                INFO     eval_acc = 0.0017
2023-06-05 01:54:24.924 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-05 01:54:24.924 408:pos-tag                INFO     eval_mcc = -0.0009
2023-06-05 01:54:24.924 408:pos-tag                INFO     eval_precision = 0.0019
2023-06-05 01:54:24.924 408:pos-tag                INFO     eval_recall = 0.002
2023-06-05 01:54:24.924 300:pos-tag                INFO     ********************
2023-06-05 01:54:24.924 301:pos-tag                INFO     Best f1:0.0007
2023-06-05 01:54:24.925 302:pos-tag                INFO     ********************
2023-06-05 01:54:26.285 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:54:26.839 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:54:26.839 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:54:26.839 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:54:29.289 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:54:29.289 408:pos-tag                INFO     eval_acc = 0.0035
2023-06-05 01:54:29.289 408:pos-tag                INFO     eval_f1 = 0.001
2023-06-05 01:54:29.290 408:pos-tag                INFO     eval_mcc = -0.0026
2023-06-05 01:54:29.290 408:pos-tag                INFO     eval_precision = 0.0025
2023-06-05 01:54:29.290 408:pos-tag                INFO     eval_recall = 0.0023
2023-06-05 01:54:29.290 300:pos-tag                INFO     ********************
2023-06-05 01:54:29.290 301:pos-tag                INFO     Best f1:0.001
2023-06-05 01:54:29.290 302:pos-tag                INFO     ********************
2023-06-05 01:54:30.786 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:54:31.357 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:54:31.358 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:54:31.358 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:54:33.960 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:54:33.961 408:pos-tag                INFO     eval_acc = 0.0145
2023-06-05 01:54:33.961 408:pos-tag                INFO     eval_f1 = 0.0061
2023-06-05 01:54:33.961 408:pos-tag                INFO     eval_mcc = -0.003
2023-06-05 01:54:33.961 408:pos-tag                INFO     eval_precision = 0.0076
2023-06-05 01:54:33.961 408:pos-tag                INFO     eval_recall = 0.0077
2023-06-05 01:54:33.961 300:pos-tag                INFO     ********************
2023-06-05 01:54:33.961 301:pos-tag                INFO     Best f1:0.0061
2023-06-05 01:54:33.961 302:pos-tag                INFO     ********************
2023-06-05 01:54:35.372 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:54:35.952 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:54:35.952 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:54:35.952 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:54:38.389 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:54:38.390 408:pos-tag                INFO     eval_acc = 0.0419
2023-06-05 01:54:38.390 408:pos-tag                INFO     eval_f1 = 0.0101
2023-06-05 01:54:38.390 408:pos-tag                INFO     eval_mcc = 0.0041
2023-06-05 01:54:38.390 408:pos-tag                INFO     eval_precision = 0.0133
2023-06-05 01:54:38.390 408:pos-tag                INFO     eval_recall = 0.0139
2023-06-05 01:54:38.390 300:pos-tag                INFO     ********************
2023-06-05 01:54:38.391 301:pos-tag                INFO     Best f1:0.0101
2023-06-05 01:54:38.391 302:pos-tag                INFO     ********************
2023-06-05 01:54:39.926 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:54:39.927 322:pos-tag                INFO     ********************
2023-06-05 01:54:39.927 323:pos-tag                INFO     Best MCC:0.0041
2023-06-05 01:54:39.927 324:pos-tag                INFO     ********************
2023-06-05 01:54:41.590 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 01:54:42.177 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:54:42.177 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:54:42.177 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:54:44.660 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:54:44.660 408:pos-tag                INFO     eval_acc = 0.0689
2023-06-05 01:54:44.661 408:pos-tag                INFO     eval_f1 = 0.017
2023-06-05 01:54:44.661 408:pos-tag                INFO     eval_mcc = 0.0221
2023-06-05 01:54:44.661 408:pos-tag                INFO     eval_precision = 0.0222
2023-06-05 01:54:44.661 408:pos-tag                INFO     eval_recall = 0.0242
2023-06-05 01:54:44.661 300:pos-tag                INFO     ********************
