2023-06-04 17:35:26.416 676:pos-tag                DEBUG  main message
2023-06-04 17:35:26.416 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 17:35:27.257 702:pos-tag                INFO   Load Dataset
2023-06-04 17:35:27.267 706:pos-tag                INFO   Num of Class 233
2023-06-04 17:35:30.810 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 17:35:30.811 743:pos-tag                INFO   Random Initialize the encoder
2023-06-04 17:35:33.244 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 17:35:33.245 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=11, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/1/layer_11', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-04 17:35:33.246 185:pos-tag                INFO   save steps 2
2023-06-04 17:35:35.293 224:pos-tag                INFO   ***** Running training *****
2023-06-04 17:35:35.294 225:pos-tag                INFO     Num examples = 880
2023-06-04 17:35:35.294 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 17:35:35.294 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-04 17:35:35.294 231:pos-tag                INFO     Total train batch size = 32
2023-06-04 17:35:35.294 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 17:35:35.294 238:pos-tag                INFO     Total optimization steps = 140
2023-06-04 17:35:36.903 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:35:36.904 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:35:36.904 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:35:39.859 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:35:39.860 408:pos-tag                INFO     eval_acc = 0.0006
2023-06-04 17:35:39.860 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-04 17:35:39.860 408:pos-tag                INFO     eval_mcc = -0.0012
2023-06-04 17:35:39.860 408:pos-tag                INFO     eval_precision = 0.0031
2023-06-04 17:35:39.861 408:pos-tag                INFO     eval_recall = 0.0019
2023-06-04 17:35:39.861 300:pos-tag                INFO     ********************
2023-06-04 17:35:39.861 301:pos-tag                INFO     Best f1:0.0003
2023-06-04 17:35:39.861 302:pos-tag                INFO     ********************
2023-06-04 17:35:41.283 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:35:41.853 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:35:41.854 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:35:41.854 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:35:44.344 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:35:44.344 408:pos-tag                INFO     eval_acc = 0.0012
2023-06-04 17:35:44.344 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-04 17:35:44.344 408:pos-tag                INFO     eval_mcc = -0.0016
2023-06-04 17:35:44.344 408:pos-tag                INFO     eval_precision = 0.0026
2023-06-04 17:35:44.345 408:pos-tag                INFO     eval_recall = 0.0019
2023-06-04 17:35:44.909 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:35:44.910 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:35:44.910 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:35:47.426 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:35:47.426 408:pos-tag                INFO     eval_acc = 0.0062
2023-06-04 17:35:47.427 408:pos-tag                INFO     eval_f1 = 0.0009
2023-06-04 17:35:47.427 408:pos-tag                INFO     eval_mcc = -0.0015
2023-06-04 17:35:47.427 408:pos-tag                INFO     eval_precision = 0.003
2023-06-04 17:35:47.427 408:pos-tag                INFO     eval_recall = 0.0025
2023-06-04 17:35:47.427 300:pos-tag                INFO     ********************
2023-06-04 17:35:47.427 301:pos-tag                INFO     Best f1:0.0009
2023-06-04 17:35:47.427 302:pos-tag                INFO     ********************
2023-06-04 17:35:48.981 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:35:49.583 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:35:49.584 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:35:49.584 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:35:52.046 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:35:52.047 408:pos-tag                INFO     eval_acc = 0.0407
2023-06-04 17:35:52.047 408:pos-tag                INFO     eval_f1 = 0.0067
2023-06-04 17:35:52.047 408:pos-tag                INFO     eval_mcc = 0.0148
2023-06-04 17:35:52.047 408:pos-tag                INFO     eval_precision = 0.0135
2023-06-04 17:35:52.047 408:pos-tag                INFO     eval_recall = 0.01
2023-06-04 17:35:52.047 300:pos-tag                INFO     ********************
2023-06-04 17:35:52.048 301:pos-tag                INFO     Best f1:0.0067
2023-06-04 17:35:52.048 302:pos-tag                INFO     ********************
2023-06-04 17:35:53.515 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:35:53.515 322:pos-tag                INFO     ********************
2023-06-04 17:35:53.515 323:pos-tag                INFO     Best MCC:0.0148
2023-06-04 17:35:53.515 324:pos-tag                INFO     ********************
2023-06-04 17:35:55.002 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-mcc/model.bin
2023-06-04 17:35:55.582 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:35:55.583 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:35:55.583 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:35:58.039 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:35:58.040 408:pos-tag                INFO     eval_acc = 0.1048
2023-06-04 17:35:58.040 408:pos-tag                INFO     eval_f1 = 0.0155
2023-06-04 17:35:58.040 408:pos-tag                INFO     eval_mcc = 0.0594
2023-06-04 17:35:58.040 408:pos-tag                INFO     eval_precision = 0.0307
2023-06-04 17:35:58.041 408:pos-tag                INFO     eval_recall = 0.0215
2023-06-04 17:35:58.041 300:pos-tag                INFO     ********************
2023-06-04 17:35:58.041 301:pos-tag                INFO     Best f1:0.0155
2023-06-04 17:35:58.041 302:pos-tag                INFO     ********************
2023-06-04 17:35:59.519 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:35:59.520 322:pos-tag                INFO     ********************
2023-06-04 17:35:59.520 323:pos-tag                INFO     Best MCC:0.0594
2023-06-04 17:35:59.520 324:pos-tag                INFO     ********************
2023-06-04 17:36:00.983 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-mcc/model.bin
2023-06-04 17:36:01.549 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:36:01.549 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:36:01.550 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:36:04.040 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:36:04.040 408:pos-tag                INFO     eval_acc = 0.1641
2023-06-04 17:36:04.040 408:pos-tag                INFO     eval_f1 = 0.0242
2023-06-04 17:36:04.041 408:pos-tag                INFO     eval_mcc = 0.106
2023-06-04 17:36:04.041 408:pos-tag                INFO     eval_precision = 0.0288
2023-06-04 17:36:04.041 408:pos-tag                INFO     eval_recall = 0.0334
2023-06-04 17:36:04.041 300:pos-tag                INFO     ********************
2023-06-04 17:36:04.041 301:pos-tag                INFO     Best f1:0.0242
2023-06-04 17:36:04.041 302:pos-tag                INFO     ********************
2023-06-04 17:36:05.564 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:36:05.564 322:pos-tag                INFO     ********************
2023-06-04 17:36:05.564 323:pos-tag                INFO     Best MCC:0.106
2023-06-04 17:36:05.565 324:pos-tag                INFO     ********************
2023-06-04 17:36:07.123 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-mcc/model.bin
2023-06-04 17:36:07.698 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:36:07.698 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:36:07.698 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:36:10.140 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:36:10.140 408:pos-tag                INFO     eval_acc = 0.2039
2023-06-04 17:36:10.141 408:pos-tag                INFO     eval_f1 = 0.0311
2023-06-04 17:36:10.141 408:pos-tag                INFO     eval_mcc = 0.141
2023-06-04 17:36:10.141 408:pos-tag                INFO     eval_precision = 0.0377
2023-06-04 17:36:10.141 408:pos-tag                INFO     eval_recall = 0.0378
2023-06-04 17:36:10.141 300:pos-tag                INFO     ********************
2023-06-04 17:36:10.141 301:pos-tag                INFO     Best f1:0.0311
2023-06-04 17:36:10.142 302:pos-tag                INFO     ********************
2023-06-04 17:36:11.624 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:36:11.624 322:pos-tag                INFO     ********************
2023-06-04 17:36:11.624 323:pos-tag                INFO     Best MCC:0.141
2023-06-04 17:36:11.625 324:pos-tag                INFO     ********************
2023-06-04 17:36:13.245 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-mcc/model.bin
2023-06-04 17:36:13.850 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:36:13.850 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:36:13.850 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:36:16.341 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 17:36:16.341 408:pos-tag                INFO     eval_acc = 0.2287
2023-06-04 17:36:16.342 408:pos-tag                INFO     eval_f1 = 0.0325
2023-06-04 17:36:16.342 408:pos-tag                INFO     eval_mcc = 0.1645
2023-06-04 17:36:16.342 408:pos-tag                INFO     eval_precision = 0.0574
2023-06-04 17:36:16.342 408:pos-tag                INFO     eval_recall = 0.0364
2023-06-04 17:36:16.342 300:pos-tag                INFO     ********************
2023-06-04 17:36:16.342 301:pos-tag                INFO     Best f1:0.0325
2023-06-04 17:36:16.342 302:pos-tag                INFO     ********************
2023-06-04 17:36:17.940 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-f1/model.bin
2023-06-04 17:36:17.940 322:pos-tag                INFO     ********************
2023-06-04 17:36:17.941 323:pos-tag                INFO     Best MCC:0.1645
2023-06-04 17:36:17.941 324:pos-tag                INFO     ********************
2023-06-04 17:36:19.459 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_11/checkpoint-best-mcc/model.bin
2023-06-04 17:36:20.024 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 17:36:20.024 359:pos-tag                INFO     Num examples = 293
2023-06-04 17:36:20.024 360:pos-tag                INFO     Batch size = 32
2023-06-04 17:36:22.489 406:pos-tag                INFO   ***** Eval results *****
