2023-05-23 14:10:09.193 669:pos-tag                DEBUG  main message
2023-05-23 14:10:09.193 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-23 14:10:09.880 690:pos-tag                INFO   Load Dataset
2023-05-23 14:10:09.881 694:pos-tag                INFO   Num of Class 229
2023-05-23 14:10:12.803 714:pos-tag                INFO   Finishing loading Dataset
2023-05-23 14:10:12.804 718:pos-tag                INFO   Random Initialize the encoder
2023-05-23 14:10:14.140 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-23 14:10:14.141 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=12, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/4/layer_12', posratio=0.5, seed=57, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-23 14:10:14.141 178:pos-tag                INFO   save steps 3
2023-05-23 14:10:15.212 217:pos-tag                INFO   ***** Running training *****
2023-05-23 14:10:15.212 218:pos-tag                INFO     Num examples = 1200
2023-05-23 14:10:15.212 219:pos-tag                INFO     Num Epochs = 5
2023-05-23 14:10:15.212 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-23 14:10:15.212 224:pos-tag                INFO     Total train batch size = 32
2023-05-23 14:10:15.212 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-23 14:10:15.213 231:pos-tag                INFO     Total optimization steps = 190
2023-05-23 14:10:16.816 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 14:10:16.816 352:pos-tag                INFO     Num examples = 400
2023-05-23 14:10:16.816 353:pos-tag                INFO     Batch size = 32
2023-05-23 14:10:22.004 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 14:10:22.004 401:pos-tag                INFO     eval_acc = 0.0004
2023-05-23 14:10:22.004 401:pos-tag                INFO     eval_f1 = 0.0003
2023-05-23 14:10:22.004 401:pos-tag                INFO     eval_mcc = -0.0002
2023-05-23 14:10:22.004 401:pos-tag                INFO     eval_precision = 0.0159
2023-05-23 14:10:22.004 401:pos-tag                INFO     eval_recall = 0.0003
2023-05-23 14:10:22.004 293:pos-tag                INFO     ********************
2023-05-23 14:10:22.004 294:pos-tag                INFO     Best f1:0.0003
2023-05-23 14:10:22.004 295:pos-tag                INFO     ********************
2023-05-23 14:10:22.702 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_12/checkpoint-best-f1/model.bin
2023-05-23 14:10:23.910 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-23 14:10:23.910 352:pos-tag                INFO     Num examples = 400
2023-05-23 14:10:23.911 353:pos-tag                INFO     Batch size = 32
2023-05-23 14:10:28.633 399:pos-tag                INFO   ***** Eval results *****
2023-05-23 14:10:28.633 401:pos-tag                INFO     eval_acc = 0.0018
