2023-06-05 06:21:50.832 676:pos-tag                DEBUG  main message
2023-06-05 06:21:50.833 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 06:21:51.601 702:pos-tag                INFO   Load Dataset
2023-06-05 06:21:51.603 706:pos-tag                INFO   Num of Class 233
2023-06-05 06:21:54.723 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 06:21:54.724 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 06:21:57.181 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 06:21:57.182 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=1, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/2/layer_1', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 06:21:57.183 185:pos-tag                INFO   save steps 2
2023-06-05 06:21:59.267 224:pos-tag                INFO   ***** Running training *****
2023-06-05 06:21:59.267 225:pos-tag                INFO     Num examples = 880
2023-06-05 06:21:59.267 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 06:21:59.267 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 06:21:59.267 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 06:21:59.268 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 06:21:59.268 238:pos-tag                INFO     Total optimization steps = 140
2023-06-05 06:22:00.917 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 06:22:00.919 359:pos-tag                INFO     Num examples = 293
2023-06-05 06:22:00.919 360:pos-tag                INFO     Batch size = 32
2023-06-05 06:22:03.896 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 06:22:03.896 408:pos-tag                INFO     eval_acc = 0.0051
2023-06-05 06:22:03.897 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-05 06:22:03.897 408:pos-tag                INFO     eval_mcc = -0.0016
2023-06-05 06:22:03.897 408:pos-tag                INFO     eval_precision = 0.0043
2023-06-05 06:22:03.897 408:pos-tag                INFO     eval_recall = 0.0012
2023-06-05 06:22:03.897 300:pos-tag                INFO     ********************
2023-06-05 06:22:03.897 301:pos-tag                INFO     Best f1:0.0007
2023-06-05 06:22:03.898 302:pos-tag                INFO     ********************
2023-06-05 06:22:05.246 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_1/checkpoint-best-f1/model.bin
2023-06-05 06:22:05.814 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 06:22:05.814 359:pos-tag                INFO     Num examples = 293
2023-06-05 06:22:05.814 360:pos-tag                INFO     Batch size = 32
2023-06-05 06:22:08.315 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 06:22:08.315 408:pos-tag                INFO     eval_acc = 0.0087
2023-06-05 06:22:08.316 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-05 06:22:08.316 408:pos-tag                INFO     eval_mcc = -0.0024
2023-06-05 06:22:08.316 408:pos-tag                INFO     eval_precision = 0.0051
2023-06-05 06:22:08.316 408:pos-tag                INFO     eval_recall = 0.0018
2023-06-05 06:22:08.316 300:pos-tag                INFO     ********************
2023-06-05 06:22:08.316 301:pos-tag                INFO     Best f1:0.0011
2023-06-05 06:22:08.317 302:pos-tag                INFO     ********************
