2023-06-05 05:14:34.535 676:pos-tag                DEBUG  main message
2023-06-05 05:14:34.535 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 05:14:35.293 702:pos-tag                INFO   Load Dataset
2023-06-05 05:14:35.294 706:pos-tag                INFO   Num of Class 233
2023-06-05 05:14:38.786 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 05:14:38.787 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 05:14:41.634 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 05:14:41.634 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/2/layer_3', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 05:14:41.635 185:pos-tag                INFO   save steps 2
2023-06-05 05:14:44.003 224:pos-tag                INFO   ***** Running training *****
2023-06-05 05:14:44.003 225:pos-tag                INFO     Num examples = 880
2023-06-05 05:14:44.004 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 05:14:44.004 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 05:14:44.004 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 05:14:44.004 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 05:14:44.004 238:pos-tag                INFO     Total optimization steps = 140
2023-06-05 05:14:45.652 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 05:14:45.653 359:pos-tag                INFO     Num examples = 293
2023-06-05 05:14:45.653 360:pos-tag                INFO     Batch size = 32
2023-06-05 05:14:48.545 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 05:14:48.545 408:pos-tag                INFO     eval_acc = 0.0031
2023-06-05 05:14:48.546 408:pos-tag                INFO     eval_f1 = 0.0006
2023-06-05 05:14:48.546 408:pos-tag                INFO     eval_mcc = -0.0024
2023-06-05 05:14:48.546 408:pos-tag                INFO     eval_precision = 0.0021
2023-06-05 05:14:48.546 408:pos-tag                INFO     eval_recall = 0.0008
2023-06-05 05:14:48.546 300:pos-tag                INFO     ********************
2023-06-05 05:14:48.546 301:pos-tag                INFO     Best f1:0.0006
2023-06-05 05:14:48.547 302:pos-tag                INFO     ********************
2023-06-05 05:14:49.938 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/2/layer_3/checkpoint-best-f1/model.bin
2023-06-05 05:14:50.494 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 05:14:50.494 359:pos-tag                INFO     Num examples = 293
2023-06-05 05:14:50.494 360:pos-tag                INFO     Batch size = 32
2023-06-05 05:14:52.907 406:pos-tag                INFO   ***** Eval results *****
