2023-06-04 19:32:32.495 676:pos-tag                DEBUG  main message
2023-06-04 19:32:32.496 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 19:32:33.759 702:pos-tag                INFO   Load Dataset
2023-06-04 19:32:33.778 706:pos-tag                INFO   Num of Class 229
2023-06-04 19:32:41.193 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 19:32:41.200 743:pos-tag                INFO   Random Initialize the encoder
2023-06-04 19:32:44.104 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-04 19:32:44.105 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=8, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/1/layer_8', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-04 19:32:44.107 185:pos-tag                INFO   save steps 3
2023-06-04 19:32:46.284 224:pos-tag                INFO   ***** Running training *****
2023-06-04 19:32:46.284 225:pos-tag                INFO     Num examples = 1200
2023-06-04 19:32:46.285 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 19:32:46.285 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-04 19:32:46.285 231:pos-tag                INFO     Total train batch size = 32
2023-06-04 19:32:46.285 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 19:32:46.285 238:pos-tag                INFO     Total optimization steps = 190
2023-06-04 19:32:48.241 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:32:48.242 359:pos-tag                INFO     Num examples = 400
2023-06-04 19:32:48.242 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:32:52.310 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:32:52.311 408:pos-tag                INFO     eval_acc = 0.0038
2023-06-04 19:32:52.311 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-04 19:32:52.311 408:pos-tag                INFO     eval_mcc = -0.0007
2023-06-04 19:32:52.311 408:pos-tag                INFO     eval_precision = 0.005
2023-06-04 19:32:52.311 408:pos-tag                INFO     eval_recall = 0.0045
2023-06-04 19:32:52.311 300:pos-tag                INFO     ********************
2023-06-04 19:32:52.312 301:pos-tag                INFO     Best f1:0.0007
2023-06-04 19:32:52.312 302:pos-tag                INFO     ********************
2023-06-04 19:32:53.776 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:32:54.630 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:32:54.630 359:pos-tag                INFO     Num examples = 400
2023-06-04 19:32:54.630 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:32:58.078 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:32:58.079 408:pos-tag                INFO     eval_acc = 0.0117
2023-06-04 19:32:58.079 408:pos-tag                INFO     eval_f1 = 0.0016
2023-06-04 19:32:58.079 408:pos-tag                INFO     eval_mcc = 0.0023
2023-06-04 19:32:58.079 408:pos-tag                INFO     eval_precision = 0.005
2023-06-04 19:32:58.079 408:pos-tag                INFO     eval_recall = 0.0063
2023-06-04 19:32:58.080 300:pos-tag                INFO     ********************
2023-06-04 19:32:58.080 301:pos-tag                INFO     Best f1:0.0016
2023-06-04 19:32:58.080 302:pos-tag                INFO     ********************
2023-06-04 19:32:59.553 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:32:59.554 322:pos-tag                INFO     ********************
2023-06-04 19:32:59.554 323:pos-tag                INFO     Best MCC:0.0023
2023-06-04 19:32:59.554 324:pos-tag                INFO     ********************
2023-06-04 19:33:00.971 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:33:02.047 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:33:02.052 359:pos-tag                INFO     Num examples = 400
2023-06-04 19:33:02.052 360:pos-tag                INFO     Batch size = 32
