2023-06-04 19:14:21.726 676:pos-tag                DEBUG  main message
2023-06-04 19:14:21.726 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 19:14:22.500 702:pos-tag                INFO   Load Dataset
2023-06-04 19:14:22.502 706:pos-tag                INFO   Num of Class 233
2023-06-04 19:14:26.273 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 19:14:26.274 743:pos-tag                INFO   Random Initialize the encoder
2023-06-04 19:14:28.902 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 19:14:28.902 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=8, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/random/saved_unixcodermodels/1/layer_8', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-04 19:14:28.904 185:pos-tag                INFO   save steps 2
2023-06-04 19:14:31.104 224:pos-tag                INFO   ***** Running training *****
2023-06-04 19:14:31.104 225:pos-tag                INFO     Num examples = 880
2023-06-04 19:14:31.105 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 19:14:31.105 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-04 19:14:31.105 231:pos-tag                INFO     Total train batch size = 32
2023-06-04 19:14:31.105 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 19:14:31.106 238:pos-tag                INFO     Total optimization steps = 140
2023-06-04 19:14:32.943 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:14:32.944 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:14:32.944 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:14:35.946 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:14:35.947 408:pos-tag                INFO     eval_acc = 0.0037
2023-06-04 19:14:35.947 408:pos-tag                INFO     eval_f1 = 0.0009
2023-06-04 19:14:35.947 408:pos-tag                INFO     eval_mcc = -0.0007
2023-06-04 19:14:35.947 408:pos-tag                INFO     eval_precision = 0.0045
2023-06-04 19:14:35.947 408:pos-tag                INFO     eval_recall = 0.0018
2023-06-04 19:14:35.947 300:pos-tag                INFO     ********************
2023-06-04 19:14:35.948 301:pos-tag                INFO     Best f1:0.0009
2023-06-04 19:14:35.948 302:pos-tag                INFO     ********************
2023-06-04 19:14:37.677 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:14:38.236 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:14:38.236 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:14:38.236 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:14:40.667 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:14:40.667 408:pos-tag                INFO     eval_acc = 0.0087
2023-06-04 19:14:40.667 408:pos-tag                INFO     eval_f1 = 0.0015
2023-06-04 19:14:40.668 408:pos-tag                INFO     eval_mcc = 0.0013
2023-06-04 19:14:40.668 408:pos-tag                INFO     eval_precision = 0.0089
2023-06-04 19:14:40.668 408:pos-tag                INFO     eval_recall = 0.0027
2023-06-04 19:14:40.668 300:pos-tag                INFO     ********************
2023-06-04 19:14:40.668 301:pos-tag                INFO     Best f1:0.0015
2023-06-04 19:14:40.668 302:pos-tag                INFO     ********************
2023-06-04 19:14:42.166 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:14:42.167 322:pos-tag                INFO     ********************
2023-06-04 19:14:42.167 323:pos-tag                INFO     Best MCC:0.0013
2023-06-04 19:14:42.167 324:pos-tag                INFO     ********************
2023-06-04 19:14:43.607 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:14:44.178 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:14:44.179 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:14:44.179 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:14:46.631 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:14:46.635 408:pos-tag                INFO     eval_acc = 0.0296
2023-06-04 19:14:46.635 408:pos-tag                INFO     eval_f1 = 0.0033
2023-06-04 19:14:46.635 408:pos-tag                INFO     eval_mcc = 0.0103
2023-06-04 19:14:46.636 408:pos-tag                INFO     eval_precision = 0.0091
2023-06-04 19:14:46.636 408:pos-tag                INFO     eval_recall = 0.005
2023-06-04 19:14:46.636 300:pos-tag                INFO     ********************
2023-06-04 19:14:46.636 301:pos-tag                INFO     Best f1:0.0033
2023-06-04 19:14:46.636 302:pos-tag                INFO     ********************
2023-06-04 19:14:48.150 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:14:48.151 322:pos-tag                INFO     ********************
2023-06-04 19:14:48.151 323:pos-tag                INFO     Best MCC:0.0103
2023-06-04 19:14:48.151 324:pos-tag                INFO     ********************
2023-06-04 19:14:49.638 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:14:50.196 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:14:50.197 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:14:50.197 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:14:52.603 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:14:52.604 408:pos-tag                INFO     eval_acc = 0.0797
2023-06-04 19:14:52.604 408:pos-tag                INFO     eval_f1 = 0.0087
2023-06-04 19:14:52.604 408:pos-tag                INFO     eval_mcc = 0.0422
2023-06-04 19:14:52.604 408:pos-tag                INFO     eval_precision = 0.0113
2023-06-04 19:14:52.604 408:pos-tag                INFO     eval_recall = 0.0114
2023-06-04 19:14:52.604 300:pos-tag                INFO     ********************
2023-06-04 19:14:52.605 301:pos-tag                INFO     Best f1:0.0087
2023-06-04 19:14:52.605 302:pos-tag                INFO     ********************
2023-06-04 19:14:54.138 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:14:54.139 322:pos-tag                INFO     ********************
2023-06-04 19:14:54.139 323:pos-tag                INFO     Best MCC:0.0422
2023-06-04 19:14:54.139 324:pos-tag                INFO     ********************
2023-06-04 19:14:55.697 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:14:56.262 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:14:56.263 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:14:56.263 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:14:58.672 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:14:58.672 408:pos-tag                INFO     eval_acc = 0.1475
2023-06-04 19:14:58.672 408:pos-tag                INFO     eval_f1 = 0.0244
2023-06-04 19:14:58.672 408:pos-tag                INFO     eval_mcc = 0.1001
2023-06-04 19:14:58.672 408:pos-tag                INFO     eval_precision = 0.0321
2023-06-04 19:14:58.673 408:pos-tag                INFO     eval_recall = 0.0297
2023-06-04 19:14:58.673 300:pos-tag                INFO     ********************
2023-06-04 19:14:58.673 301:pos-tag                INFO     Best f1:0.0244
2023-06-04 19:14:58.673 302:pos-tag                INFO     ********************
2023-06-04 19:15:00.155 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:15:00.155 322:pos-tag                INFO     ********************
2023-06-04 19:15:00.156 323:pos-tag                INFO     Best MCC:0.1001
2023-06-04 19:15:00.156 324:pos-tag                INFO     ********************
2023-06-04 19:15:01.636 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:15:02.191 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:15:02.192 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:15:02.192 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:15:04.592 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:15:04.592 408:pos-tag                INFO     eval_acc = 0.2003
2023-06-04 19:15:04.592 408:pos-tag                INFO     eval_f1 = 0.0338
2023-06-04 19:15:04.593 408:pos-tag                INFO     eval_mcc = 0.1469
2023-06-04 19:15:04.593 408:pos-tag                INFO     eval_precision = 0.0395
2023-06-04 19:15:04.593 408:pos-tag                INFO     eval_recall = 0.0418
2023-06-04 19:15:04.593 300:pos-tag                INFO     ********************
2023-06-04 19:15:04.593 301:pos-tag                INFO     Best f1:0.0338
2023-06-04 19:15:04.594 302:pos-tag                INFO     ********************
2023-06-04 19:15:06.105 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:15:06.106 322:pos-tag                INFO     ********************
2023-06-04 19:15:06.106 323:pos-tag                INFO     Best MCC:0.1469
2023-06-04 19:15:06.106 324:pos-tag                INFO     ********************
2023-06-04 19:15:07.688 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:15:08.251 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:15:08.252 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:15:08.252 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:15:10.666 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:15:10.667 408:pos-tag                INFO     eval_acc = 0.2367
2023-06-04 19:15:10.667 408:pos-tag                INFO     eval_f1 = 0.0399
2023-06-04 19:15:10.667 408:pos-tag                INFO     eval_mcc = 0.1817
2023-06-04 19:15:10.668 408:pos-tag                INFO     eval_precision = 0.0491
2023-06-04 19:15:10.668 408:pos-tag                INFO     eval_recall = 0.0469
2023-06-04 19:15:10.668 300:pos-tag                INFO     ********************
2023-06-04 19:15:10.668 301:pos-tag                INFO     Best f1:0.0399
2023-06-04 19:15:10.668 302:pos-tag                INFO     ********************
2023-06-04 19:15:12.194 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-f1/model.bin
2023-06-04 19:15:12.195 322:pos-tag                INFO     ********************
2023-06-04 19:15:12.195 323:pos-tag                INFO     Best MCC:0.1817
2023-06-04 19:15:12.195 324:pos-tag                INFO     ********************
2023-06-04 19:15:13.815 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_unixcodermodels/1/layer_8/checkpoint-best-mcc/model.bin
2023-06-04 19:15:14.386 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 19:15:14.386 359:pos-tag                INFO     Num examples = 293
2023-06-04 19:15:14.387 360:pos-tag                INFO     Batch size = 32
2023-06-04 19:15:16.794 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 19:15:16.795 408:pos-tag                INFO     eval_acc = 0.2674
2023-06-04 19:15:16.795 408:pos-tag                INFO     eval_f1 = 0.0432
2023-06-04 19:15:16.796 408:pos-tag                INFO     eval_mcc = 0.2143
2023-06-04 19:15:16.796 408:pos-tag                INFO     eval_precision = 0.0654
2023-06-04 19:15:16.796 408:pos-tag                INFO     eval_recall = 0.0495
2023-06-04 19:15:16.796 300:pos-tag                INFO     ********************
