2023-06-05 16:47:16.481 676:pos-tag                DEBUG  main message
2023-06-05 16:47:16.481 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 16:47:17.287 702:pos-tag                INFO   Load Dataset
2023-06-05 16:47:17.288 706:pos-tag                INFO   Num of Class 229
2023-06-05 16:47:24.302 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 16:47:24.303 743:pos-tag                INFO   Random Initialize the encoder
2023-06-05 16:47:27.124 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-05 16:47:27.124 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=9, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_unixcodermodels/4/layer_9', posratio=0.5, seed=6, token_config='microsoft/unixcoder-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-06-05 16:47:27.125 185:pos-tag                INFO   save steps 3
2023-06-05 16:47:29.731 224:pos-tag                INFO   ***** Running training *****
2023-06-05 16:47:29.731 225:pos-tag                INFO     Num examples = 1200
2023-06-05 16:47:29.731 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 16:47:29.731 227:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-06-05 16:47:29.732 231:pos-tag                INFO     Total train batch size = 32
2023-06-05 16:47:29.732 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 16:47:29.732 238:pos-tag                INFO     Total optimization steps = 190
2023-06-05 16:47:31.760 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 16:47:31.766 359:pos-tag                INFO     Num examples = 400
2023-06-05 16:47:31.767 360:pos-tag                INFO     Batch size = 32
2023-06-05 16:47:35.832 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 16:47:35.833 408:pos-tag                INFO     eval_acc = 0.0012
2023-06-05 16:47:35.833 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 16:47:35.833 408:pos-tag                INFO     eval_mcc = -0.0001
2023-06-05 16:47:35.833 408:pos-tag                INFO     eval_precision = 0.0063
2023-06-05 16:47:35.833 408:pos-tag                INFO     eval_recall = 0.0026
2023-06-05 16:47:35.834 300:pos-tag                INFO     ********************
2023-06-05 16:47:35.834 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 16:47:35.834 302:pos-tag                INFO     ********************
2023-06-05 16:47:37.561 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_9/checkpoint-best-f1/model.bin
2023-06-05 16:47:38.422 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 16:47:38.422 359:pos-tag                INFO     Num examples = 400
2023-06-05 16:47:38.422 360:pos-tag                INFO     Batch size = 32
2023-06-05 16:47:41.887 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 16:47:41.887 408:pos-tag                INFO     eval_acc = 0.0035
2023-06-05 16:47:41.887 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-05 16:47:41.888 408:pos-tag                INFO     eval_mcc = -0.0013
2023-06-05 16:47:41.888 408:pos-tag                INFO     eval_precision = 0.0022
2023-06-05 16:47:41.888 408:pos-tag                INFO     eval_recall = 0.003
2023-06-05 16:47:41.888 300:pos-tag                INFO     ********************
2023-06-05 16:47:41.888 301:pos-tag                INFO     Best f1:0.0007
2023-06-05 16:47:41.888 302:pos-tag                INFO     ********************
2023-06-05 16:47:43.836 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_9/checkpoint-best-f1/model.bin
2023-06-05 16:47:44.705 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 16:47:44.712 359:pos-tag                INFO     Num examples = 400
2023-06-05 16:47:44.712 360:pos-tag                INFO     Batch size = 32
2023-06-05 16:47:48.288 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 16:47:48.289 408:pos-tag                INFO     eval_acc = 0.0226
2023-06-05 16:47:48.289 408:pos-tag                INFO     eval_f1 = 0.0024
2023-06-05 16:47:48.289 408:pos-tag                INFO     eval_mcc = -0.0022
2023-06-05 16:47:48.289 408:pos-tag                INFO     eval_precision = 0.007
2023-06-05 16:47:48.289 408:pos-tag                INFO     eval_recall = 0.0053
2023-06-05 16:47:48.290 300:pos-tag                INFO     ********************
2023-06-05 16:47:48.290 301:pos-tag                INFO     Best f1:0.0024
2023-06-05 16:47:48.290 302:pos-tag                INFO     ********************
2023-06-05 16:47:50.165 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_9/checkpoint-best-f1/model.bin
2023-06-05 16:47:50.990 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 16:47:50.990 359:pos-tag                INFO     Num examples = 400
2023-06-05 16:47:50.990 360:pos-tag                INFO     Batch size = 32
2023-06-05 16:47:54.351 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 16:47:54.351 408:pos-tag                INFO     eval_acc = 0.0603
2023-06-05 16:47:54.351 408:pos-tag                INFO     eval_f1 = 0.0073
2023-06-05 16:47:54.351 408:pos-tag                INFO     eval_mcc = 0.0082
2023-06-05 16:47:54.352 408:pos-tag                INFO     eval_precision = 0.0138
2023-06-05 16:47:54.352 408:pos-tag                INFO     eval_recall = 0.0123
2023-06-05 16:47:54.352 300:pos-tag                INFO     ********************
2023-06-05 16:47:54.352 301:pos-tag                INFO     Best f1:0.0073
2023-06-05 16:47:54.352 302:pos-tag                INFO     ********************
2023-06-05 16:47:56.249 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_9/checkpoint-best-f1/model.bin
2023-06-05 16:47:56.249 322:pos-tag                INFO     ********************
2023-06-05 16:47:56.249 323:pos-tag                INFO     Best MCC:0.0082
2023-06-05 16:47:56.249 324:pos-tag                INFO     ********************
2023-06-05 16:47:58.015 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_unixcodermodels/4/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 16:47:58.840 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 16:47:58.840 359:pos-tag                INFO     Num examples = 400
2023-06-05 16:47:58.841 360:pos-tag                INFO     Batch size = 32
2023-06-05 16:48:02.334 406:pos-tag                INFO   ***** Eval results *****
